Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['B', 'C', 'A', 'K', 'H', 'D', 'G', 'E', 'I', 'J', 'M', 'N', 'O', 'F']",266,"['D', 'E', 'C', 'G', 'C', 'G', 'C', 20, 'C', 'E', 14, 'E', 'D', 'E', 14, 'E', 'D', 'E', 14, 'E', 'C', 'E', 'D', 1, 2, 'A', 'B', 'A', 4, 10, 'B', 'A', 2, 1, 2, 'A', 2, 'A', 4, 10, 'B', 'F', 'B', 'A', 4, 'A', 2, 1, 2, 8, 2, 8, 'B', 10, 'B', 8, 'D', 1, 2, 'A', 2, 8, 2, 'A', 4, 'A', 2, 'A', 'B', 8, 'B', 'F', 'H', 'J', 'H', 20, 26, 32, 20, 'H', 22, 23, 'K', 'M', 'P', 'M', 'K', 23, 'O', 'K', 16, 10, 16, 'K', 23, 'K', 23, 'K', 16, 'F', 'B', 'A', 'B', 'F', 'H', 'F', 'H', 22, 28, 22, 23, 'K', 23, 'O', 'O', 'O', 'K', 16, 'K', 'M', 'P', 'M', 12, 'K', 16, 'K', 'M', 10, 'B', 10, 'B', 'F', 'B', 'A', 4, 10, 'M', 'P', 'M', 'P', 4, 10, 'M', 10, 16, 22, 16, 10, 'B', 'F', 'H', 20, 'H', 'F', 'H', 'F', 16, 22, 23, 'K', 16, 10, 'M', 12, 'P', 6, 'M', 'K', 'M', 'P', 4, 'A', 4, 'A', 2, 'A', 'B', 8, 'B', 'A', 'B', 'A', 'B', 'F', 14, 20, 14, 20, 'C', 20, 'H', 'F', 'H', 'J', 28, 34, 34, 34, 29, 'N', 23, 29, 'Q', 28, 34, 22, 16, 'K', 'M', 12, 'K', 'M', 12, 'K', 16, 10, 16, 'K', 16, 10, 'M', 12, 'P', 'M', 'K', 16, 'K', 18, 'M', 'K', 18, 'M', 12, 12, 'K', 16, 'F', 'B', 10, 'M', 10, 'M', 'P', 'M', 12, 10, 'B', 'F', 14, 'E', 14, 8, 'B', 8, 14, 'F', 16, 22, 28, 29, 'Q', 28, 'J', 26, 'G', 'I']",21,-210
"['M', 'J', 'H', 'C', 'I', 'G', 'A', 'F', 'K', 'D', 'B', 'E']",30,"['D', 'E', 'C', 'G', 'I', 'C', 20, 'C', 20, 'H', 'J', 'H', 'J', 33, 'H', 'J', 28, 34, 22, 'H', 'F', 'H', 22, 16, 'K', 'M', 'P', 4, 'A', 'B']",13,18
"['D', 'G', 'B', 'F', 'C', 'A', 'E']",47,"['D', 'E', 'C', 'G', 'I', 'I', 'I', 'I', 'I', 'I', 'C', 'G', 'I', 26, 20, 'H', 'J', 33, 33, 'H', 'F', 'H', 22, 23, 'K', 18, 18, 23, 22, 16, 22, 16, 'K', 'M', 10, 'B', 'F', 'B', 'F', 'H', 20, 'C', 'E', 'D', 1, 2, 'A']",-7,-19
"['A', 'F', 'K', 'E', 'I', 'J', 'G', 'C', 'B', 'H', 'D']",56,"['D', 'E', 'C', 'E', 14, 'F', 'B', 'F', 'B', 'A', 4, 'A', 2, 1, 'D', 'E', 14, 'F', 'B', 10, 16, 'F', 'B', 'F', 'B', 8, 14, 8, 'B', 'F', 'H', 'F', 16, 'K', 23, 22, 16, 22, 23, 'O', 29, 'Q', 'Q', 23, 'O', 22, 23, 'O', 'K', 23, 29, 28, 'J', 26, 'G', 'I']",9,-12
"['A', 'B', 'C', 'E', 'D']",20,"['D', 'E', 'C', 20, 'H', 'J', 'H', 'F', 'B', 'F', 'H', 20, 'C', 'E', 'D', 8, 'B', 'F', 'B', 'A']",-15,0
['A'],2,"[2, 'A']",-31,2
"['F', 'I', 'C', 'D', 'J', 'G', 'E', 'A', 'B', 'H']",189,"['D', 'E', 'C', 'G', 'C', 'E', 14, 'F', 'H', 'F', 'H', 'F', 'B', 'F', 16, 22, 16, 10, 'B', 'A', 2, 8, 14, 20, 14, 'E', 'D', 1, 'D', 8, 'D', 1, 'D', 1, 2, 8, 'D', 1, 2, 8, 14, 8, 'B', 10, 4, 'A', 4, 'P', 4, 'P', 4, 'A', 4, 'P', 4, 'P', 'M', 12, 10, 4, 10, 'M', 'K', 'M', 'K', 16, 10, 'B', 10, 'B', 'F', 14, 20, 'H', 'F', 16, 'K', 18, 'M', 12, 12, 10, 16, 10, 'B', 'A', 4, 'P', 4, 'P', 6, 'M', 12, 12, 'P', 4, 'A', 'B', 'F', 'H', 'F', 'B', 'A', 'B', 8, 2, 'A', 'B', 10, 16, 10, 'B', 8, 'D', 8, 2, 8, 2, 1, 2, 8, 14, 20, 'H', 'F', 14, 'F', 'B', 'F', 'H', 'F', 14, 8, 'B', 10, 'M', 'P', 'M', 'P', 6, 4, 10, 16, 10, 'B', 'F', 'H', 'J', 26, 32, 'J', 'H', 'F', 'B', 'A', 4, 10, 16, 10, 16, 'F', 'B', 'F', 14, 20, 14, 20, 26, 20, 14, 'E', 'C', 'E', 'D', 'E', 'C', 20, 'H', 22, 'H', 22, 'H', 20, 'H', 'J', 26, 32, 'G', 'I']",5,-149
"['B', 'F', 'E', 'D', 'A', 'C']",24,"['D', 'E', 'C', 'G', 'C', 'E', 'C', 'E', 14, 'E', 14, 'E', 'D', 'E', 'D', 8, 'D', 1, 2, 'A', 'B', 'A', 'B', 'F']",-11,0
"['B', 'C', 'A', 'D']",37,"['D', 1, 2, 'A', 'B', 10, 'B', 'F', 14, 8, 'D', 1, 'D', 8, 'B', 'F', 14, 'F', 14, 'E', 'D', 8, 'B', 'F', 'B', 'A', 4, 'A', 2, 8, 14, 'F', 14, 'E', 'D', 'E', 'C']",-19,-21
"['C', 'A', 'G', 'E', 'D', 'F', 'B']",96,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'B', 'A', 'B', 10, 'M', 'P', 'M', 'P', 6, 'M', 'P', 'M', 12, 'P', 6, 4, 'A', 2, 1, 2, 1, 'D', 'E', 'D', 1, 'D', 8, 2, 'A', 2, 8, 'D', 1, 'D', 8, 'B', 8, 14, 8, 'B', 8, 'D', 'E', 'D', 1, 2, 1, 'D', 'E', 'D', 1, 'D', 8, 14, 'F', 14, 8, 14, 'F', 14, 'F', 'B', 8, 2, 8, 'B', 10, 'B', 10, 'M', 10, 'M', 'P', 'M', 10, 'M', 'K', 18, 18, 18, 18, 23, 22, 'H', 'J', 26, 'G', 'C']",-7,-68
"['H', 'B', 'G', 'C', 'J', 'K', 'E', 'I', 'D', 'A', 'F']",109,"['D', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'J', 'H', 'J', 26, 20, 'H', 'J', 33, 33, 28, 22, 28, 29, 'N', 23, 'K', 16, 'F', 'H', 20, 26, 20, 'H', 'F', 'B', 'F', 'H', 'F', 'H', 20, 26, 32, 'G', 26, 'J', 33, 'H', 20, 'C', 'G', 26, 'J', 'H', 'F', 'H', 'F', 'H', 22, 28, 22, 23, 29, 'Q', 23, 29, 'Q', 28, 29, 28, 22, 16, 'K', 'M', 'K', 16, 22, 23, 29, 23, 'O', 22, 23, 'K', 'M', 'P', 6, 6, 6, 'M', 12, 'K', 16, 'F', 14, 8, 'D', 8, 'D', 'E', 14, 8, 'D', 'E', 'D', 8, 'D', 1, 'D', 1, 2, 'A']",9,-65
"['E', 'D', 'G', 'A', 'B', 'H', 'F', 'C']",11,"['D', 'E', 'C', 'G', 26, 32, 'J', 'H', 'F', 'B', 'A']",-3,21
"['A', 'B', 'C']",28,"['D', 'E', 'D', 1, 2, 'A', 'B', 8, 14, 'F', 16, 'K', 'M', 'K', 23, 22, 'H', 22, 28, 'J', 26, 32, 'G', 'I', 'I', 'I', 'I', 'C']",-23,-16
"['D', 'C', 'A', 'B']",121,"['D', 8, 'B', 'A', 'B', 8, 2, 'A', 2, 1, 2, 'A', 'B', 'F', 16, 'K', 'M', 'K', 23, 'K', 23, 'K', 23, 22, 28, 'J', 33, 'H', 'F', 14, 20, 'H', 'F', 16, 'K', 18, 'M', 'K', 16, 'F', 'B', 'A', 4, 10, 'B', 'A', 2, 1, 'D', 8, 'B', 'A', 4, 'A', 4, 'A', 4, 'P', 6, 4, 'A', 4, 'P', 'M', 'K', 'M', 'K', 'M', 'P', 'M', 'K', 23, 'O', 29, 28, 22, 23, 'O', 22, 23, 22, 28, 34, 22, 28, 22, 28, 'J', 'H', 'J', 33, 33, 'H', 'F', 16, 22, 'H', 'F', 16, 'K', 'M', 12, 'K', 16, 'K', 'M', 12, 'K', 23, 'K', 23, 'K', 18, 23, 'O', 'K', 16, 'F', 14, 'E', 'C']",-19,-105
"['C', 'A', 'E', 'B', 'F', 'G', 'D']",48,"['D', 'E', 'D', 1, 'D', 'E', 'D', 8, 'D', 8, 'B', 'A', 4, 'A', 2, 'A', 'B', 'A', 'B', 'A', 'B', 'F', 'B', 'A', 'B', 10, 'B', 10, 'B', 'F', 16, 22, 16, 10, 4, 'A', 2, 'A', 2, 1, 2, 8, 'D', 'E', 'D', 'E', 'C', 'G']",-7,-20
"['H', 'I', 'D', 'G', 'A', 'J', 'E', 'C', 'B', 'F', 'K', 'M']",84,"['D', 'E', 'D', 'E', 'D', 8, 'B', 'F', 'H', 'F', 'B', 'A', 4, 10, 'M', 'K', 18, 16, 'F', 'B', 'F', 14, 'F', 'B', 'A', 2, 1, 'D', 8, 14, 'F', 14, 8, 2, 'A', 4, 'P', 'M', 'P', 4, 'A', 2, 'A', 'B', 'A', 2, 1, 2, 'A', 'B', 'A', 'B', 'F', 14, 'E', 'D', 1, 'D', 1, 2, 8, 14, 20, 'C', 'E', 'C', 'G', 'I', 'C', 'G', 26, 'G', 'I', 'C', 'G', 'C', 'G', 'I', 'C', 20, 26, 'G', 26, 'J']",13,-36
"['D', 'I', 'J', 'F', 'H', 'B', 'E', 'C', 'G', 'A']",113,"['D', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'F', 'H', 22, 23, 'O', 'O', 'O', 29, 'Q', 'Q', 23, 'O', 29, 28, 'J', 33, 28, 34, 'J', 26, 32, 'J', 'H', 20, 'H', 'J', 26, 'G', 'C', 20, 26, 32, 32, 20, 26, 'G', 'C', 20, 14, 20, 26, 'G', 'I', 'I', 'I', 26, 32, 32, 20, 'C', 'G', 26, 'J', 'H', 22, 23, 29, 23, 'O', 29, 'N', 'N', 'Q', 28, 29, 23, 'K', 'M', 'K', 18, 23, 'O', 22, 28, 'J', 28, 34, 22, 16, 'K', 16, 10, 'M', 'P', 6, 6, 6, 6, 'M', 'K', 23, 29, 28, 'J', 26, 'J', 26, 32, 'G', 'C', 'E', 14, 'F', 'B', 'A']",5,-73
"['J', 'I', 'H', 'K', 'G', 'B', 'C', 'D', 'A', 'E', 'F']",144,"['D', 'E', 'D', 1, 'D', 8, 'D', 'E', 'D', 'E', 'C', 'E', 'C', 'E', 'C', 'E', 'C', 'G', 'I', 'C', 'G', 26, 'J', 'H', 'J', 26, 20, 'H', 'F', 'H', 'F', 'H', 'J', 33, 28, 29, 28, 'J', 28, 34, 29, 28, 34, 22, 'H', 'J', 28, 22, 28, 'J', 26, 'J', 33, 'H', 'F', 'H', 22, 16, 'F', 'H', 'F', 'H', 'F', 'B', 'F', 'B', 'A', 'B', 8, 14, 'E', 14, 8, 14, 20, 'H', 'F', 'H', 20, 'C', 'E', 14, 'F', 14, 20, 14, 8, 14, 8, 14, 'E', 'D', 8, 2, 'A', 2, 'A', 2, 1, 'D', 8, 'D', 8, 'D', 8, 'B', 8, 2, 1, 2, 8, 14, 'E', 14, 8, 2, 8, 'D', 1, 'D', 8, 14, 'E', 'D', 8, 'D', 8, 'D', 8, 2, 8, 'D', 8, 'B', 'A', 2, 'A', 4, 'P', 4, 'P', 6, 'M', 'K']",9,-100
"['D', 'E', 'F', 'C', 'H', 'A', 'J', 'G', 'B', 'I']",199,"['D', 'E', 'C', 'G', 'C', 20, 'H', 'F', 'H', 'F', 'B', 'A', 'B', 8, 14, 'E', 'D', 1, 2, 8, 2, 'A', 4, 'A', 4, 'A', 4, 10, 'B', 'F', 'B', 'A', 4, 10, 'M', 12, 12, 'P', 'M', 'P', 6, 6, 'M', 'P', 4, 'P', 6, 'M', 'K', 18, 23, 'O', 29, 23, 29, 'Q', 'Q', 28, 'J', 26, 'J', 'H', 'J', 26, 'G', 'C', 'G', 'C', 20, 14, 20, 'C', 'E', 14, 20, 26, 'G', 'C', 'G', 'C', 'E', 'D', 1, 2, 'A', 4, 'A', 'B', 'F', 16, 10, 16, 10, 4, 'P', 'M', 12, 10, 4, 'A', 4, 'P', 4, 10, 4, 'A', 'B', 10, 'M', 12, 'P', 'M', 'K', 18, 16, 22, 23, 'O', 29, 23, 'K', 'M', 12, 10, 16, 10, 'M', 10, 'M', 10, 'M', 'K', 'M', 'K', 16, 'K', 16, 'K', 16, 22, 23, 'K', 'M', 10, 4, 'P', 6, 4, 10, 4, 10, 'M', 10, 'B', 8, 2, 'A', 'B', 'A', 'B', 8, 14, 'E', 14, 'F', 'H', 22, 23, 22, 'H', 'J', 'H', 'J', 28, 22, 23, 'O', 'K', 23, 22, 'H', 22, 16, 10, 16, 'F', 'B', 8, 'D', 1, 2, 8, 14, 'E', 14, 'E', 'C', 'G', 'I']",5,-159
"['G', 'I', 'J', 'F', 'H', 'D', 'C', 'B', 'A', 'E', 'K']",89,"['D', 'E', 'C', 'E', 'C', 'G', 'I', 26, 'G', 'I', 'I', 'I', 'I', 26, 'J', 'H', 'J', 33, 26, 'J', 'H', 'F', 'H', 'F', 'H', 'J', 'H', 'J', 28, 29, 23, 'K', 16, 10, 'M', 12, 'K', 16, 22, 23, 'O', 22, 16, 22, 23, 22, 28, 29, 'Q', 'N', 'Q', 'Q', 23, 22, 16, 22, 28, 'J', 'H', 22, 'H', 'J', 33, 33, 26, 'G', 'C', 20, 14, 20, 'H', 'J', 28, 29, 28, 22, 'H', 20, 'C', 'G', 'C', 20, 14, 'E', 'D', 1, 2, 'A', 'B']",9,-45
"['A', 'E', 'F', 'D', 'C', 'B']",16,"['D', 'E', 'C', 'E', 14, 'F', 'H', 20, 'C', 'E', 'C', 20, 'H', 'F', 'B', 'A']",-11,8
"['C', 'O', 'H', 'I', 'A', 'K', 'F', 'D', 'M', 'B', 'N', 'P', 'G', 'J', 'E']",157,"['D', 'E', 'C', 'E', 14, 'E', 'D', 'E', 'D', 'E', 'C', 'G', 'I', 26, 'G', 'I', 'I', 26, 'J', 'H', 'J', 28, 'J', 33, 26, 20, 14, 'F', 'H', 'F', 'B', 'F', 'H', 20, 14, 20, 14, 8, 'D', 1, 2, 'A', 2, 1, 2, 1, 'D', 1, 2, 8, 'B', 10, 'B', 'F', 16, 'K', 'M', 'K', 23, 'K', 18, 'M', 'K', 18, 16, 10, 16, 22, 16, 10, 4, 'A', 2, 'A', 'B', 8, 'B', 8, 'D', 'E', 'D', 1, 2, 1, 2, 8, 2, 8, 2, 1, 2, 8, 2, 'A', 'B', 8, 'D', 8, 2, 'A', 2, 1, 2, 8, 'D', 'E', 'C', 20, 14, 'F', 16, 'K', 23, 'O', 'O', 'O', 29, 'Q', 'N', 'N', 'N', 'N', 'Q', 23, 22, 'H', 'F', 16, 'K', 16, 22, 16, 22, 28, 34, 'J', 28, 22, 23, 29, 23, 'O', 'O', 'K', 18, 16, 10, 'B', 'F', 16, 'K', 16, 10, 'B', 'A', 4, 'P']",25,-97
"['G', 'F', 'B', 'E', 'C', 'D', 'A']",65,"['D', 'E', 'C', 'G', 26, 20, 26, 20, 14, 'F', 'B', 'F', 14, 'E', 14, 'E', 'C', 'E', 'C', 'G', 26, 'G', 26, 32, 'J', 33, 26, 'J', 26, 32, 'J', 33, 26, 32, 'G', 26, 'G', 'C', 20, 'H', 20, 'C', 'E', 'C', 20, 14, 'F', 'H', 20, 14, 20, 'H', 'J', 28, 'J', 33, 33, 'H', 'F', 'H', 'F', 14, 8, 2, 'A']",-7,-37
"['B', 'J', 'I', 'D', 'H', 'E', 'C', 'G', 'F', 'A']",35,"['D', 'E', 'C', 'G', 'I', 26, 'G', 'C', 20, 'H', 'F', 'H', 'F', 'B', 'A', 2, 'A', 'B', 8, 14, 20, 'C', 'E', 'D', 'E', 'D', 1, 2, 8, 14, 'E', 'C', 20, 'H', 'J']",5,5
"['N', 'F', 'H', 'I', 'K', 'E', 'B', 'C', 'M', 'A', 'J', 'G', 'D']",140,"['D', 'E', 'D', 1, 'D', 'E', 'D', 8, 'D', 1, 'D', 1, 'D', 1, 'D', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'F', 'B', 'A', 'B', 8, 'D', 1, 2, 'A', 4, 10, 'M', 'K', 18, 'M', 'K', 18, 'M', 'P', 'M', 10, 'B', 'A', 'B', 'F', 'B', 'A', 4, 'P', 6, 'M', 'K', 16, 'F', 'H', 20, 26, 20, 26, 'G', 'I', 26, 'G', 'C', 20, 'H', 20, 26, 32, 'J', 33, 28, 22, 23, 22, 28, 'J', 'H', 20, 'C', 'E', 14, 20, 14, 'E', 'C', 'E', 14, 8, 14, 20, 26, 'G', 26, 20, 'H', 20, 14, 8, 'D', 'E', 'C', 'G', 'C', 20, 14, 'F', 'H', 'J', 33, 33, 33, 28, 'J', 28, 34, 34, 34, 'J', 'H', 'J', 'H', 'F', 'H', 'J', 26, 'G', 'I', 26, 'G', 'C', 'G', 26, 'J', 28, 29, 'Q', 'N']",17,-88
"['C', 'A', 'B']",40,"[2, 'A', 'B', 10, 'M', 12, 10, 16, 'K', 18, 'M', 12, 12, 12, 12, 10, 'B', 'A', 'B', 10, 'M', 'K', 23, 'O', 22, 'H', 'F', 'B', 'F', 16, 10, 16, 10, 16, 10, 'B', 'F', 14, 20, 'C']",-23,-28
"['A', 'B', 'F', 'J', 'M', 'N', 'G', 'E', 'C', 'O', 'K', 'I', 'D', 'H']",290,"['D', 'E', 'D', 8, 'B', 'A', 4, 'A', 'B', 'A', 4, 'P', 'M', 'K', 23, 'K', 23, 'K', 16, 'F', 'H', 'F', 14, 'F', 'H', 'J', 26, 'G', 'C', 'E', 14, 20, 26, 20, 'C', 'E', 'C', 20, 'C', 'E', 14, 8, 'D', 1, 'D', 1, 2, 8, 14, 'E', 14, 'F', 'B', 8, 2, 1, 2, 1, 'D', 8, 'B', 'A', 'B', 'A', 4, 10, 'B', 'A', 4, 'A', 'B', 'F', 'H', 'F', 'H', 'F', 'B', 'A', 4, 'A', 'B', 'F', 14, 8, 'B', 'A', 2, 1, 2, 8, 2, 8, 14, 8, 'B', 8, 'D', 1, 2, 8, 2, 8, 'B', 'A', 'B', 10, 'B', 8, 14, 'F', 'H', 20, 'C', 20, 14, 'E', 'D', 8, 14, 'E', 14, 'E', 'C', 'E', 'C', 20, 26, 20, 'H', 'F', 'B', 'A', 2, 'A', 'B', 8, 'D', 'E', 'D', 'E', 14, 'F', 'B', 10, 16, 'F', 16, 10, 4, 'P', 'M', 10, 'B', 'A', 2, 'A', 'B', 8, 14, 'F', 'B', 8, 'D', 1, 2, 'A', 2, 'A', 'B', 10, 4, 'A', 2, 1, 'D', 8, 'D', 1, 'D', 'E', 'C', 20, 'H', 20, 'H', 'F', 'B', 8, 'D', 'E', 14, 20, 'H', 22, 23, 'K', 18, 16, 10, 'B', 'F', 'B', 'F', 14, 'E', 'D', 8, 2, 8, 'D', 8, 'D', 1, 2, 1, 2, 1, 2, 1, 'D', 8, 'B', 'A', 4, 'P', 'M', 'K', 'M', 10, 16, 'K', 23, 'O', 22, 'H', 'J', 28, 'J', 28, 'J', 33, 33, 28, 29, 'N', 'Q', 'N', 23, 29, 23, 29, 28, 34, 22, 28, 'J', 'H', 22, 23, 22, 16, 'K', 'M', 10, 4, 10, 'B', 'A', 'B', 8, 'B', 10, 'B', 'F', 14, 8, 2, 'A', 2, 8, 'B', 'A', 2, 8, 14, 20, 26, 32, 'G', 'I']",21,-234
"['C', 'A', 'B', 'F', 'D', 'G', 'E']",48,"['D', 'E', 'D', 'E', 'C', 'E', 'C', 'G', 'I', 'C', 'E', 'C', 20, 'H', 'F', 'H', 22, 23, 22, 16, 22, 28, 'J', 28, 'J', 28, 34, 'J', 28, 22, 23, 29, 'N', 23, 29, 'Q', 'N', 23, 'K', 23, 'O', 22, 23, 'K', 16, 10, 'B', 'A']",-7,-20
"['G', 'H', 'K', 'F', 'B', 'A', 'M', 'C', 'N', 'J', 'I', 'E', 'O', 'D']",87,"['D', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'J', 26, 'G', 26, 'J', 28, 'J', 33, 'H', 'F', 'H', 'J', 26, 32, 20, 14, 20, 14, 'E', 14, 'F', 'B', 'F', 14, 8, 14, 8, 'B', 'F', 14, 'E', 'C', 'G', 26, 'J', 28, 34, 22, 23, 'K', 'M', 'P', 4, 'A', 4, 'P', 6, 6, 4, 'P', 4, 'A', 'B', 'F', 'H', 'J', 33, 26, 20, 'H', 20, 14, 20, 'H', 22, 28, 22, 'H', 22, 16, 'K', 'M', 10, 'M', 'K', 23, 'O', 29, 'N']",21,-31
"['C', 'B', 'A']",15,"['D', 1, 2, 'A', 'B', 8, 2, 'A', 'B', 'A', 2, 1, 'D', 'E', 'C']",-23,-3
"['E', 'B', 'G', 'I', 'H', 'D', 'C', 'A', 'F']",18,"['D', 'E', 'D', 1, 'D', 'E', 'C', 'G', 'I', 'I', 'C', 20, 'H', 'F', 'H', 'F', 'B', 'A']",1,18
"['C', 'D', 'H', 'I', 'G', 'B', 'A', 'F', 'E']",140,"['D', 'E', 'D', 8, 'B', 'F', 'B', 'F', 'H', 'J', 28, 34, 22, 16, 10, 4, 'P', 4, 'A', 4, 'A', 2, 8, 2, 'A', 2, 'A', 'B', 8, 'D', 8, 2, 'A', 'B', 'A', 2, 8, 'B', 'A', 2, 1, 'D', 8, 'B', 10, 'B', 'A', 'B', 'A', 'B', 10, 'B', 'A', 4, 'A', 2, 1, 'D', 'E', 'D', 'E', 'D', 8, 'D', 8, 'B', 8, 'D', 'E', 'C', 'E', 14, 20, 26, 'G', 'C', 20, 'C', 20, 14, 8, 'B', 8, 2, 8, 'D', 1, 2, 8, 2, 'A', 4, 'A', 2, 'A', 2, 1, 'D', 'E', 14, 'E', 'C', 'G', 'C', 20, 26, 32, 'J', 26, 20, 'H', 'F', 14, 20, 'C', 'E', 'C', 20, 26, 20, 'H', 'J', 28, 29, 'Q', 23, 'K', 'M', 'K', 16, 22, 16, 22, 16, 22, 'H', 20, 26, 'G', 'I']",1,-104
"['N', 'K', 'F', 'D', 'B', 'I', 'G', 'P', 'H', 'C', 'E', 'J', 'M', 'O', 'A']",143,"['D', 'E', 'D', 1, 'D', 1, 2, 'A', 'B', 'F', 'H', 'J', 28, 22, 23, 'K', 'M', 'P', 'M', 'P', 6, 'M', 12, 'K', 23, 'K', 18, 18, 16, 'K', 'M', 12, 10, 4, 'P', 4, 'A', 4, 10, 'B', 'A', 2, 'A', 2, 'A', 4, 'A', 4, 10, 16, 22, 28, 22, 28, 22, 28, 'J', 28, 29, 'N', 23, 'K', 18, 'M', 'K', 'M', 12, 'K', 'M', 'K', 23, 'O', 'O', 'O', 29, 'Q', 23, 'K', 'M', 10, 4, 'A', 'B', 10, 'M', 'P', 4, 10, 4, 'P', 6, 'M', 12, 'K', 'M', 10, 16, 10, 'M', 12, 'P', 6, 6, 4, 'A', 'B', 8, 'D', 'E', 'D', 8, 'B', 8, 14, 'E', 'C', 'E', 'D', 8, 2, 1, 2, 1, 2, 8, 14, 'F', 'H', 'J', 28, 34, 29, 23, 29, 28, 34, 34, 34, 'J', 33, 26, 'G', 'I']",25,-83
"['G', 'F', 'H', 'D', 'C', 'A', 'B', 'E']",52,"['D', 'E', 'D', 8, 'D', 8, 'B', 'A', 'B', 'A', 4, 'P', 'M', 'K', 'M', 12, 'K', 23, 22, 'H', 'F', 'H', 'J', 'H', 22, 23, 'K', 16, 'K', 16, 22, 23, 29, 23, 29, 'Q', 28, 34, 34, 'J', 33, 26, 'G', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'C']",-3,-20
"['D', 'P', 'K', 'A', 'I', 'M', 'N', 'E', 'F', 'O', 'B', 'H', 'J', 'G', 'C']",100,"['D', 'E', 'D', 1, 'D', 8, 'B', 'F', 'B', 'F', 'B', 'A', 2, 'A', 2, 8, 14, 'E', 'D', 1, 'D', 1, 'D', 1, 'D', 'E', 'D', 8, 14, 8, 'D', 8, 14, 20, 'C', 'E', 'C', 'G', 'I', 26, 'J', 'H', 22, 28, 'J', 33, 28, 'J', 'H', 'F', 14, 'F', 'B', 'F', 'B', 10, 'B', 10, 'B', 'A', 'B', 8, 'B', 10, 'M', 'K', 18, 'M', 'P', 4, 'P', 'M', 'P', 'M', 'K', 'M', 'K', 16, 22, 'H', 22, 16, 22, 'H', 22, 23, 'K', 23, 'K', 18, 23, 'O', 'O', 22, 23, 22, 23, 'O', 29, 'N']",25,-40
"['F', 'J', 'E', 'B', 'G', 'I', 'C', 'H', 'D', 'A']",56,"['D', 'E', 'C', 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 1, 'D', 'E', 14, 'F', 'B', 10, 'M', 'P', 'M', 'K', 18, 23, 'O', 'K', 23, 22, 'H', 'J', 'H', 22, 'H', 22, 23, 'K', 'M', 10, 16, 'K', 18, 23, 'O', 29, 28, 22, 28, 29, 23, 'O', 22, 'H', 20, 'C', 'G', 'I']",5,-16
"['E', 'G', 'B', 'A', 'C', 'F', 'D']",54,"['D', 'E', 'C', 'E', 'D', 'E', 'C', 'G', 'C', 20, 'H', 'F', 'H', 'J', 28, 34, 22, 23, 29, 23, 'K', 23, 'K', 23, 22, 28, 22, 23, 29, 'Q', 'N', 'N', 23, 29, 28, 29, 28, 29, 'N', 28, 22, 23, 'O', 'K', 18, 18, 16, 22, 16, 'F', 'H', 'F', 'B', 'A']",-7,-26
"['K', 'N', 'H', 'D', 'G', 'B', 'I', 'F', 'O', 'J', 'M', 'C', 'E', 'A']",124,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'B', 10, 'B', 'F', 'B', 8, 14, 'F', 'B', 8, 'D', 8, 2, 'A', 4, 10, 'B', 'A', 'B', 10, 'B', 8, 'B', 10, 'M', 'P', 6, 4, 'P', 6, 4, 'P', 4, 10, 16, 'K', 23, 'K', 'M', 'K', 16, 'F', 'B', 'F', 'B', 'A', 'B', 10, 'M', 10, 16, 'F', 'H', 'F', 'B', 'A', 2, 1, 'D', 'E', 'C', 'E', 'D', 8, 'B', 'A', 4, 'A', 'B', 'F', 16, 'K', 'M', 'K', 23, 'O', 'O', 22, 16, 'F', 14, 8, 'D', 8, 'D', 1, 2, 1, 'D', 1, 2, 1, 'D', 8, 'D', 8, 14, 'E', 'C', 'G', 'I', 'I', 'I', 26, 'G', 26, 'G', 'I', 'I', 26, 'G', 26, 'J', 28, 29, 'N']",21,-68
