Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['F', 'B', 'A', 'C', 'E', 'D']",20,"[7, 'E', 14, 'B', 14, 'B', 21, 'B', 9, 'D', 2, 'A', 9, 'B', 21, 'F', 28, 'F', 21, 'C']",59,4
"['A', 'B', 'C']",20,"[2, 'D', 9, 'B', 21, 'B', 9, 'B', 16, 22, 21, 'C', 21, 'F', 21, 22, 16, 'B', 14, 'A']",47,-8
"['A', 'B']",20,"[7, 'A', 2, 1, 2, 1, 7, 'E', 7, 1, 2, 'D', 4, 5, 4, 5, 'G', 10, 9, 'B']",43,-12
"['B', 'A', 'D', 'C']",20,"[2, 'D', 9, 'A', 14, 'B', 16, 10, 9, 'A', 2, 'D', 9, 10, 9, 'B', 14, 'B', 21, 'C']",51,-4
"['C', 'A', 'B']",20,"[7, 'E', 7, 'E', 14, 'A', 9, 'A', 2, 'A', 2, 'A', 9, 'A', 14, 'E', 14, 'B', 21, 'C']",47,-8
"['A', 'B', 'C']",20,"[7, 'A', 7, 'E', 14, 'B', 9, 'A', 7, 1, 7, 'E', 7, 1, 7, 1, 7, 'E', 19, 'C']",47,-8
"['D', 'B', 'C', 'F', 'A', 'E']",21,"[2, 'D', 9, 'B', 21, 'C', 14, 'B', 21, 'B', 16, 22, 28, 'F', 33, 26, 25, 19, 'E', 14, 'A']",59,3
"['D', 'F', 'A', 'B', 'C', 'E']",21,"[2, 'D', 9, 'B', 21, 'C', 21, 'C', 21, 'F', 33, 21, 'B', 14, 'E', 7, 'E', 19, 'C', 14, 'A']",59,3
"['B', 'D', 'C', 'A']",22,"[7, 'E', 14, 'B', 9, 'B', 9, 'A', 9, 'D', 9, 'A', 2, 'A', 7, 'E', 7, 'E', 19, 'E', 14, 'C']",51,-6
"['C', 'B', 'A']",22,"[2, 'A', 7, 'E', 19, 'E', 7, 'E', 19, 'C', 19, 'C', 26, 'F', 33, 28, 22, 23, 24, 22, 21, 'B']",47,-10
"['A', 'B', 'E', 'C', 'D']",22,"[7, 'E', 14, 'A', 2, 'A', 14, 'A', 9, 'D', 2, 'A', 7, 'A', 14, 'B', 21, 'F', 28, 22, 21, 'C']",55,-2
"['B', 'D', 'A', 'E', 'C']",22,"[7, 'E', 19, 'E', 19, 'E', 14, 'B', 21, 'F', 21, 'C', 26, 'C', 21, 22, 16, 'B', 9, 'D', 2, 'A']",55,-2
"['B', 'E', 'A', 'D', 'C']",22,"[7, 'E', 7, 'A', 2, 'A', 9, 'D', 4, 'D', 4, 10, 16, 'B', 14, 'B', 16, 'B', 21, 'B', 21, 'C']",55,-2
"['C', 'B', 'A']",22,"[7, 'E', 7, 'A', 9, 'D', 9, 'A', 7, 'E', 7, 1, 2, 1, 7, 1, 7, 'E', 14, 'B', 14, 'C']",47,-10
"['A', 'B', 'C', 'D']",22,"[7, 'E', 14, 'E', 19, 'E', 14, 'C', 26, 'C', 14, 'B', 16, 22, 16, 'B', 9, 'D', 2, 'D', 2, 'A']",51,-6
"['B', 'C', 'D', 'A', 'E']",22,"[2, 'D', 9, 'B', 9, 'D', 9, 'D', 4, 'D', 9, 'A', 2, 'D', 9, 'A', 14, 'E', 19, 'E', 19, 'C']",55,-2
"['B', 'D', 'A', 'F', 'E', 'C']",22,"[7, 'E', 14, 'C', 26, 'F', 21, 'B', 14, 'B', 21, 'C', 21, 22, 21, 'B', 21, 'B', 14, 'A', 9, 'D']",59,2
"['B', 'A']",22,"[2, 'D', 2, 'A', 2, 'A', 2, 'A', 9, 'A', 9, 'D', 9, 'A', 7, 1, 2, 'A', 14, 'C', 14, 'B']",43,-14
"['B', 'D', 'A', 'C']",22,"[2, 'D', 4, 'D', 4, 'D', 4, 10, 9, 'A', 7, 1, 2, 'D', 9, 'A', 7, 'E', 19, 'C', 14, 'B']",51,-6
"['D', 'C', 'A', 'B', 'E']",22,"[7, 'A', 14, 'E', 14, 'E', 19, 'C', 19, 25, 31, 31, 19, 'C', 14, 'A', 14, 'B', 14, 'A', 9, 'D']",55,-2
"['D', 'C', 'F', 'B', 'E', 'A']",22,"[2, 'A', 9, 'A', 9, 'B', 21, 'B', 14, 'E', 14, 'E', 19, 'C', 21, 'F', 26, 'C', 14, 'B', 9, 'D']",59,2
"['D', 'E', 'C', 'B', 'A', 'F']",23,"[2, 'A', 14, 'B', 21, 'C', 14, 'E', 14, 'B', 16, 22, 21, 'F', 26, 32, 'F', 21, 'B', 14, 'A', 2, 'D']",59,1
"['A', 'D', 'C', 'B']",23,"[2, 'D', 2, 'A', 9, 'D', 4, 5, 6, 'G', 5, 6, 6, 'G', 5, 6, 'G', 12, 10, 16, 'B', 21, 'C']",51,-7
"['A', 'B']",23,"[2, 'D', 2, 'D', 9, 'D', 2, 'D', 4, 5, 'G', 10, 16, 'I', 18, 'G', 10, 4, 10, 9, 'A', 14, 'B']",43,-15
